# mesh name: mesh_y
# mesh half-size: (0.5,25,0.5) [cm] 
# mesh center: (0,0,1.4) [cm] 
# mesh segments: 1 500 1
# primitive scorer name: dose
# mesh dx dy dz: 1 0.1 1
# iX, iY, iZ, X [cm], Y [cm], Z [cm], total(value) [Gy], total(val^2), entry
0,219,0,-0.5,-3.099999999999915,0.9,5.074279072116609e-09,4.785305350486725e-20,1578
0,220,0,-0.5,-2.999999999999915,0.9,6.775658976501515e-09,5.760874679930261e-20,2003
0,221,0,-0.5,-2.899999999999915,0.9,1.052835352214665e-08,9.552885948178977e-20,2630
0,222,0,-0.5,-2.799999999999915,0.9,1.435837582550238e-08,1.303446796486608e-19,3447
0,223,0,-0.5,-2.699999999999915,0.9,1.979276002860057e-08,1.779142686832485e-19,4536
0,224,0,-0.5,-2.599999999999915,0.9,2.660942766937488e-08,2.468041536036221e-19,5826
0,225,0,-0.5,-2.499999999999915,0.9,3.245624915941907e-08,3.050890029279305e-19,6973
0,226,0,-0.5,-2.399999999999915,0.9,3.937827550838545e-08,3.797288881070749e-19,8105
0,227,0,-0.5,-2.299999999999915,0.9,4.340142628728196e-08,4.040997636319644e-19,9009
0,228,0,-0.5,-2.199999999999914,0.9,4.849245961316244e-08,4.659087884548472e-19,9797
0,229,0,-0.5,-2.099999999999914,0.9,5.072901241626008e-08,4.918575377485006e-19,10283
0,230,0,-0.5,-1.999999999999914,0.9,5.14520009447595e-08,4.874744843578431e-19,10505
0,231,0,-0.5,-1.899999999999914,0.9,5.325149862366641e-08,5.036188748820876e-19,10898
0,232,0,-0.5,-1.799999999999914,0.9,5.508572089489924e-08,5.310928076547614e-19,11085
0,233,0,-0.5,-1.699999999999914,0.9,5.440491405909631e-08,5.155411191390912e-19,11169
0,234,0,-0.5,-1.599999999999914,0.9,5.511079529112103e-08,5.254541562838068e-19,11208
0,235,0,-0.5,-1.499999999999914,0.9,5.429780977928701e-08,5.132125081781244e-19,11080
0,236,0,-0.5,-1.399999999999914,0.9,5.361451485927775e-08,4.909714735640424e-19,11206
0,237,0,-0.5,-1.299999999999914,0.9,5.518079372849947e-08,5.242818507979411e-19,11315
0,238,0,-0.5,-1.199999999999914,0.9,5.469948282596217e-08,5.178172859777758e-19,11270
0,239,0,-0.5,-1.099999999999913,0.9,5.467481293313596e-08,5.092120757333525e-19,11304
0,240,0,-0.5,-0.9999999999999135,0.9,5.531227374009359e-08,5.245165409556538e-19,11266
0,241,0,-0.5,-0.8999999999999135,0.9,5.537158131954334e-08,5.19506764154289e-19,11266
0,242,0,-0.5,-0.7999999999999136,0.9,5.444652696817464e-08,5.09848103318687e-19,11209
0,243,0,-0.5,-0.6999999999999136,0.9,5.413997613989874e-08,5.120489774618023e-19,11191
0,244,0,-0.5,-0.5999999999999136,0.9,5.600568836331083e-08,5.394506959334286e-19,11474
0,245,0,-0.5,-0.4999999999999136,0.9,5.463448703425874e-08,5.059595169388152e-19,11442
0,246,0,-0.5,-0.3999999999999136,0.9,5.479416191893727e-08,5.11990198167989e-19,11436
0,247,0,-0.5,-0.2999999999999137,0.9,5.590305223126481e-08,5.345804471762596e-19,11445
0,248,0,-0.5,-0.1999999999999137,0.9,5.522683756298055e-08,5.211507455307146e-19,11425
0,249,0,-0.5,-0.09999999999991366,0.9,5.654118302490191e-08,5.50566665149074e-19,11537
0,250,0,-0.5,8.634759574022155e-14,0.9,5.567752174504913e-08,5.538969734046317e-19,11283
0,251,0,-0.5,0.1000000000000864,0.9,5.686046034632599e-08,5.553555435073713e-19,11612
0,252,0,-0.5,0.2000000000000864,0.9,5.57206884449784e-08,5.303384649294535e-19,11476
0,253,0,-0.5,0.3000000000000864,0.9,5.554401120306672e-08,5.166364815458607e-19,11459
0,254,0,-0.5,0.4000000000000864,0.9,5.591321026755535e-08,5.244236371164534e-19,11421
0,255,0,-0.5,0.5000000000000864,0.9,5.513905455364151e-08,5.173808842615249e-19,11343
0,256,0,-0.5,0.6000000000000864,0.9,5.557721812932705e-08,5.194131713165433e-19,11382
0,257,0,-0.5,0.7000000000000863,0.9,5.616397351760151e-08,5.326512500040036e-19,11514
0,258,0,-0.5,0.8000000000000863,0.9,5.520520209104998e-08,5.137613398244516e-19,11403
0,259,0,-0.5,0.9000000000000863,0.9,5.459362778541914e-08,5.175657766643516e-19,11308
0,260,0,-0.5,1.000000000000086,0.9,5.442284670919715e-08,5.032083101231386e-19,11289
0,261,0,-0.5,1.100000000000086,0.9,5.496002370530785e-08,5.141405126831755e-19,11444
0,262,0,-0.5,1.200000000000087,0.9,5.449323313777611e-08,5.076373127078077e-19,11223
0,263,0,-0.5,1.300000000000087,0.9,5.461427077654635e-08,5.091682922076739e-19,11335
0,264,0,-0.5,1.400000000000087,0.9,5.443971228108933e-08,5.091918825099631e-19,11254
0,265,0,-0.5,1.500000000000087,0.9,5.329346090124897e-08,4.909748204307981e-19,11137
0,266,0,-0.5,1.600000000000087,0.9,5.232234707149244e-08,4.867058222994912e-19,10964
0,267,0,-0.5,1.700000000000087,0.9,5.272484512804386e-08,4.839214120159564e-19,10962
0,268,0,-0.5,1.800000000000087,0.9,5.230854437555696e-08,4.865447625803706e-19,10721
0,269,0,-0.5,1.900000000000087,0.9,5.017165075221128e-08,4.673386841531056e-19,10442
0,270,0,-0.5,2.000000000000087,0.9,4.908867359961773e-08,4.560642753078263e-19,10235
0,271,0,-0.5,2.100000000000087,0.9,4.670620128536793e-08,4.464194786758024e-19,9586
0,272,0,-0.5,2.200000000000087,0.9,4.386790749199702e-08,4.238673328177798e-19,8906
0,273,0,-0.5,2.300000000000087,0.9,3.918173082584245e-08,3.663022851017145e-19,8106
0,274,0,-0.5,2.400000000000087,0.9,3.327665370743033e-08,3.113767956686184e-19,6969
0,275,0,-0.5,2.500000000000087,0.9,2.725492799921997e-08,2.604872301677748e-19,5780
0,276,0,-0.5,2.600000000000088,0.9,2.02883037001732e-08,1.899106497211726e-19,4549
0,277,0,-0.5,2.700000000000088,0.9,1.485205460915232e-08,1.333387647525218e-19,3562
0,278,0,-0.5,2.800000000000088,0.9,9.97808862803462e-09,8.827839839465257e-20,2596
0,279,0,-0.5,2.900000000000088,0.9,6.86683254932817e-09,5.973476179440892e-20,1974
0,280,0,-0.5,3.000000000000088,0.9,4.949874489357571e-09,4.205717632411873e-20,1593
