# mesh name: mesh_x
# mesh half-size: (25,0.5,0.5) [cm] 
# mesh center: (0,0,1.4) [cm] 
# mesh segments: 500 1 1
# primitive scorer name: dose
# mesh dx dy dz: 0.1 1 1
# iX, iY, iZ, X [cm], Y [cm], Z [cm], total(value) [Gy], total(val^2), entry
122,0,0,-12.79999999999989,-0.5,0.9,1.191383639286499e-10,1.025404299206956e-21,115
123,0,0,-12.69999999999989,-0.5,0.9,1.010685337572164e-10,5.066409049856778e-22,130
124,0,0,-12.59999999999989,-0.5,0.9,8.562345397690296e-11,3.110328386687143e-22,104
125,0,0,-12.49999999999989,-0.5,0.9,9.812880922190104e-11,4.114435121581455e-22,128
126,0,0,-12.39999999999989,-0.5,0.9,8.718581529831242e-11,2.582963062130088e-22,126
127,0,0,-12.29999999999989,-0.5,0.9,1.017513268489296e-10,3.33743951823467e-22,128
128,0,0,-12.19999999999989,-0.5,0.9,8.773379785857517e-11,2.081543148482482e-22,130
129,0,0,-12.09999999999989,-0.5,0.9,1.160064009711915e-10,6.25438265703434e-22,138
130,0,0,-11.99999999999989,-0.5,0.9,1.113339746288743e-10,6.559313910079785e-22,130
131,0,0,-11.89999999999989,-0.5,0.9,1.356926170355376e-10,8.798941927655811e-22,150
132,0,0,-11.79999999999989,-0.5,0.9,1.265380753381741e-10,7.484334222424786e-22,146
133,0,0,-11.69999999999989,-0.5,0.9,1.133674514375324e-10,5.007809622535124e-22,135
134,0,0,-11.59999999999989,-0.5,0.9,9.984410149399952e-11,2.897746416264984e-22,130
135,0,0,-11.49999999999989,-0.5,0.9,1.009973166491491e-10,4.100601044717086e-22,132
136,0,0,-11.39999999999989,-0.5,0.9,1.587479991930668e-10,1.027191578429893e-21,143
137,0,0,-11.29999999999989,-0.5,0.9,1.473112874864163e-10,9.386361536394415e-22,137
138,0,0,-11.19999999999989,-0.5,0.9,1.437284589871091e-10,5.025621427031071e-22,180
139,0,0,-11.09999999999989,-0.5,0.9,1.242199607148929e-10,7.695361686534844e-22,137
140,0,0,-10.99999999999989,-0.5,0.9,1.472994111972672e-10,5.481040799707245e-22,159
141,0,0,-10.89999999999989,-0.5,0.9,1.890012567588864e-10,1.364390557434296e-21,177
142,0,0,-10.79999999999989,-0.5,0.9,1.761940482460096e-10,1.406080452209482e-21,165
143,0,0,-10.69999999999989,-0.5,0.9,1.258224133817924e-10,3.744421335483054e-22,174
144,0,0,-10.59999999999989,-0.5,0.9,1.696770947980252e-10,1.811933089944276e-21,172
145,0,0,-10.49999999999989,-0.5,0.9,1.543385527615504e-10,5.637880727883243e-22,178
146,0,0,-10.39999999999989,-0.5,0.9,1.447298201540541e-10,4.226943569783823e-22,169
147,0,0,-10.29999999999989,-0.5,0.9,1.430512446897289e-10,4.84143982723568e-22,169
148,0,0,-10.19999999999989,-0.5,0.9,2.059499715223246e-10,1.095009072927592e-21,187
149,0,0,-10.09999999999989,-0.5,0.9,1.315706568038362e-10,5.906353993901996e-22,164
150,0,0,-9.999999999999895,-0.5,0.9,1.859845045210276e-10,1.183564411171362e-21,186
151,0,0,-9.899999999999896,-0.5,0.9,1.786771626667967e-10,1.264355064127392e-21,167
152,0,0,-9.799999999999896,-0.5,0.9,1.785576805276898e-10,8.721784971007141e-22,193
153,0,0,-9.699999999999896,-0.5,0.9,2.205817923709604e-10,2.056183546212712e-21,188
154,0,0,-9.599999999999897,-0.5,0.9,2.660708887289744e-10,2.642662574182679e-21,175
155,0,0,-9.499999999999897,-0.5,0.9,1.821380174003088e-10,1.13326736564872e-21,177
156,0,0,-9.399999999999897,-0.5,0.9,1.956328173688072e-10,1.223839165331161e-21,193
157,0,0,-9.299999999999898,-0.5,0.9,1.548556345204193e-10,6.046784869964347e-22,211
158,0,0,-9.199999999999898,-0.5,0.9,1.719264804856648e-10,4.658024214672887e-22,219
159,0,0,-9.099999999999898,-0.5,0.9,1.714627204046462e-10,1.021946434253841e-21,190
160,0,0,-8.999999999999899,-0.5,0.9,1.943323374906315e-10,8.060481668703298e-22,214
161,0,0,-8.899999999999899,-0.5,0.9,2.205132429399687e-10,2.034380242828742e-21,243
162,0,0,-8.799999999999899,-0.5,0.9,2.09244105741362e-10,1.190399150029033e-21,211
163,0,0,-8.6999999999999,-0.5,0.9,1.731698478882672e-10,6.768872574847634e-22,211
164,0,0,-8.5999999999999,-0.5,0.9,1.885151754939623e-10,7.307060176239502e-22,214
165,0,0,-8.499999999999901,-0.5,0.9,2.492372899475243e-10,2.355170231786771e-21,226
166,0,0,-8.399999999999901,-0.5,0.9,1.756407514446e-10,7.320516938260814e-22,215
167,0,0,-8.299999999999901,-0.5,0.9,1.804503074414331e-10,5.711094185042376e-22,250
168,0,0,-8.199999999999902,-0.5,0.9,2.349021119827793e-10,1.201367831042768e-21,235
169,0,0,-8.099999999999902,-0.5,0.9,2.051673595530869e-10,1.017922745040941e-21,244
170,0,0,-7.999999999999902,-0.5,0.9,2.967425364639659e-10,2.84492049227577e-21,216
171,0,0,-7.899999999999903,-0.5,0.9,2.357925245839492e-10,1.159906008530455e-21,238
172,0,0,-7.799999999999903,-0.5,0.9,2.373537645117876e-10,1.424189274607913e-21,231
173,0,0,-7.699999999999903,-0.5,0.9,2.501844381510663e-10,1.388775059826565e-21,259
174,0,0,-7.599999999999904,-0.5,0.9,2.46073566032583e-10,1.124032573584648e-21,283
175,0,0,-7.499999999999904,-0.5,0.9,2.452409158715053e-10,7.140957997415247e-22,274
176,0,0,-7.399999999999904,-0.5,0.9,2.711556452415537e-10,1.07867768029222e-21,287
177,0,0,-7.299999999999905,-0.5,0.9,2.825830529099107e-10,1.217667710162197e-21,291
178,0,0,-7.199999999999905,-0.5,0.9,3.017590169723741e-10,1.334910328970932e-21,288
179,0,0,-7.099999999999905,-0.5,0.9,3.02502458849206e-10,1.096590153803624e-21,324
180,0,0,-6.999999999999906,-0.5,0.9,3.722014803696423e-10,1.819059778652164e-21,335
181,0,0,-6.899999999999906,-0.5,0.9,2.992160967150929e-10,1.398396840492842e-21,320
182,0,0,-6.799999999999907,-0.5,0.9,3.164805225862391e-10,1.425474850264053e-21,304
183,0,0,-6.699999999999907,-0.5,0.9,3.708042421992241e-10,2.229037718783343e-21,314
184,0,0,-6.599999999999907,-0.5,0.9,3.924812119613126e-10,2.674793165438042e-21,330
185,0,0,-6.499999999999908,-0.5,0.9,4.186393822732442e-10,2.061299495251581e-21,354
186,0,0,-6.399999999999908,-0.5,0.9,4.104500501303099e-10,2.591424648555838e-21,349
187,0,0,-6.299999999999908,-0.5,0.9,4.688742752595165e-10,2.838428314573421e-21,389
188,0,0,-6.199999999999909,-0.5,0.9,4.380079040808635e-10,2.071021724142225e-21,362
189,0,0,-6.099999999999909,-0.5,0.9,5.095798307886183e-10,3.685261436384879e-21,387
190,0,0,-5.999999999999909,-0.5,0.9,5.233907820856505e-10,2.660916021052526e-21,390
191,0,0,-5.89999999999991,-0.5,0.9,5.014639838672883e-10,3.243508825408199e-21,382
192,0,0,-5.79999999999991,-0.5,0.9,4.829859402542937e-10,2.895622225600271e-21,406
193,0,0,-5.69999999999991,-0.5,0.9,5.409634337975927e-10,3.127278817898033e-21,412
194,0,0,-5.599999999999911,-0.5,0.9,6.031737479032314e-10,3.591270409728378e-21,442
195,0,0,-5.499999999999911,-0.5,0.9,6.20992221830059e-10,4.063502539336701e-21,442
196,0,0,-5.399999999999912,-0.5,0.9,6.773253410374782e-10,5.041685453575488e-21,481
197,0,0,-5.299999999999912,-0.5,0.9,5.811303610380259e-10,3.320493635925085e-21,503
198,0,0,-5.199999999999912,-0.5,0.9,5.67761990864994e-10,2.822501085225183e-21,468
199,0,0,-5.099999999999913,-0.5,0.9,6.078881506713086e-10,2.572636259572603e-21,549
200,0,0,-4.999999999999913,-0.5,0.9,6.838836211254638e-10,4.60508201525221e-21,484
201,0,0,-4.899999999999913,-0.5,0.9,7.550883985344735e-10,4.268812003463305e-21,542
202,0,0,-4.799999999999914,-0.5,0.9,7.591769482227017e-10,5.043044067058962e-21,549
203,0,0,-4.699999999999914,-0.5,0.9,8.182702625500165e-10,4.933383518864286e-21,580
204,0,0,-4.599999999999914,-0.5,0.9,8.239135335349618e-10,6.212252153577904e-21,579
205,0,0,-4.499999999999915,-0.5,0.9,8.740298898620879e-10,4.918092129864682e-21,611
206,0,0,-4.399999999999915,-0.5,0.9,9.088712645782943e-10,7.435141716892441e-21,603
207,0,0,-4.299999999999915,-0.5,0.9,1.023923485582014e-09,6.339657245173726e-21,650
208,0,0,-4.199999999999916,-0.5,0.9,9.035593684212891e-10,4.819355321505038e-21,634
209,0,0,-4.099999999999916,-0.5,0.9,1.03420939774693e-09,6.332529025206239e-21,633
210,0,0,-3.999999999999916,-0.5,0.9,1.079993440552743e-09,6.3422371754747e-21,729
211,0,0,-3.899999999999916,-0.5,0.9,1.172592935590695e-09,7.383720982489511e-21,777
212,0,0,-3.799999999999916,-0.5,0.9,1.217897916234522e-09,7.427350241665708e-21,750
213,0,0,-3.699999999999916,-0.5,0.9,1.270838939151055e-09,8.732442313080366e-21,757
214,0,0,-3.599999999999916,-0.5,0.9,1.199770803873924e-09,6.097549311643772e-21,795
215,0,0,-3.499999999999916,-0.5,0.9,1.438364233265477e-09,7.931251672587435e-21,868
216,0,0,-3.399999999999916,-0.5,0.9,1.843019777742968e-09,1.296585376105959e-20,986
217,0,0,-3.299999999999915,-0.5,0.9,2.060113740356713e-09,1.444608994283935e-20,1032
218,0,0,-3.199999999999915,-0.5,0.9,2.215655554270668e-09,1.566878021267799e-20,1071
219,0,0,-3.099999999999915,-0.5,0.9,2.607144602561878e-09,1.743462636080668e-20,1195
220,0,0,-2.999999999999915,-0.5,0.9,3.653715911104248e-09,2.689046726293738e-20,1404
221,0,0,-2.899999999999915,-0.5,0.9,5.468571790388486e-09,4.389933213919209e-20,1791
222,0,0,-2.799999999999915,-0.5,0.9,9.42590806914058e-09,7.820954290034675e-20,2584
223,0,0,-2.699999999999915,-0.5,0.9,1.667926008663576e-08,1.501899067972438e-19,3820
224,0,0,-2.599999999999915,-0.5,0.9,2.593880371030538e-08,2.477308647340518e-19,5580
225,0,0,-2.499999999999915,-0.5,0.9,3.356347937212003e-08,3.14326330121948e-19,7212
226,0,0,-2.399999999999915,-0.5,0.9,4.062288612639513e-08,3.816292087164294e-19,8415
227,0,0,-2.299999999999915,-0.5,0.9,4.686432021200437e-08,4.467306642622006e-19,9525
228,0,0,-2.199999999999914,-0.5,0.9,5.020125732759057e-08,4.778709688996774e-19,10271
229,0,0,-2.099999999999914,-0.5,0.9,5.268262564462482e-08,4.924681864959463e-19,10759
230,0,0,-1.999999999999914,-0.5,0.9,5.349443658868504e-08,4.940587563520068e-19,10957
231,0,0,-1.899999999999914,-0.5,0.9,5.484693898941065e-08,5.151208063055135e-19,11153
232,0,0,-1.799999999999914,-0.5,0.9,5.415774628534494e-08,5.008988322193071e-19,11148
233,0,0,-1.699999999999914,-0.5,0.9,5.353684331117926e-08,4.930397802432491e-19,11092
234,0,0,-1.599999999999914,-0.5,0.9,5.342905844445737e-08,4.931605079479532e-19,11190
235,0,0,-1.499999999999914,-0.5,0.9,5.539107063290764e-08,5.268076479059018e-19,11359
236,0,0,-1.399999999999914,-0.5,0.9,5.431068509427618e-08,5.115393310585515e-19,11177
237,0,0,-1.299999999999914,-0.5,0.9,5.354680772770181e-08,4.971926875990997e-19,11095
238,0,0,-1.199999999999914,-0.5,0.9,5.298008183117492e-08,4.91428002370461e-19,11215
239,0,0,-1.099999999999913,-0.5,0.9,5.345387333249791e-08,4.91997925911108e-19,11180
240,0,0,-0.9999999999999135,-0.5,0.9,5.583792534698544e-08,5.198974613875852e-19,11526
241,0,0,-0.8999999999999135,-0.5,0.9,5.553212743912881e-08,5.295264533947501e-19,11356
242,0,0,-0.7999999999999136,-0.5,0.9,5.437347034157728e-08,5.126956236725895e-19,11231
243,0,0,-0.6999999999999136,-0.5,0.9,5.616757892872394e-08,5.407518267739475e-19,11439
244,0,0,-0.5999999999999136,-0.5,0.9,5.418712141289191e-08,5.025276529097567e-19,11348
245,0,0,-0.4999999999999136,-0.5,0.9,5.526058941136526e-08,5.194928793240458e-19,11578
246,0,0,-0.3999999999999136,-0.5,0.9,5.580739881809836e-08,5.313501344990621e-19,11394
247,0,0,-0.2999999999999137,-0.5,0.9,5.653558448091456e-08,5.459976739132994e-19,11454
248,0,0,-0.1999999999999137,-0.5,0.9,5.609725637308457e-08,5.410325728754229e-19,11443
249,0,0,-0.09999999999991366,-0.5,0.9,5.5939085412351e-08,5.466450964817316e-19,11387
250,0,0,8.634759574022155e-14,-0.5,0.9,5.471393404484706e-08,5.381898814567329e-19,11361
251,0,0,0.1000000000000864,-0.5,0.9,5.554553301320373e-08,5.253436366370872e-19,11468
252,0,0,0.2000000000000864,-0.5,0.9,5.540979214717097e-08,5.221077228200825e-19,11504
253,0,0,0.3000000000000864,-0.5,0.9,5.56462305175383e-08,5.257700855179647e-19,11484
254,0,0,0.4000000000000864,-0.5,0.9,5.585661748310311e-08,5.32211853951178e-19,11397
255,0,0,0.5000000000000864,-0.5,0.9,5.524575805806016e-08,5.317705405126702e-19,11391
256,0,0,0.6000000000000864,-0.5,0.9,5.409311406226911e-08,5.067659471576118e-19,11327
257,0,0,0.7000000000000863,-0.5,0.9,5.298811138753345e-08,4.853941217793409e-19,11147
258,0,0,0.8000000000000863,-0.5,0.9,5.461126601547453e-08,5.244923065693293e-19,11188
259,0,0,0.9000000000000863,-0.5,0.9,5.393289156484344e-08,4.964627435073766e-19,11164
260,0,0,1.000000000000086,-0.5,0.9,5.288975954697587e-08,4.906870505546776e-19,11023
261,0,0,1.100000000000086,-0.5,0.9,5.483158533156831e-08,5.107674401847681e-19,11342
262,0,0,1.200000000000087,-0.5,0.9,5.482521225992738e-08,5.136301891096836e-19,11343
263,0,0,1.300000000000087,-0.5,0.9,5.548603021682527e-08,5.280014918586788e-19,11371
264,0,0,1.400000000000087,-0.5,0.9,5.573254336256489e-08,5.304208737771988e-19,11309
265,0,0,1.500000000000087,-0.5,0.9,5.548230891827509e-08,5.335677407580435e-19,11420
266,0,0,1.600000000000087,-0.5,0.9,5.430229792614382e-08,5.033762523728314e-19,11260
267,0,0,1.700000000000087,-0.5,0.9,5.431809007467446e-08,5.096936779475112e-19,11138
268,0,0,1.800000000000087,-0.5,0.9,5.327682455323996e-08,5.049741580996098e-19,10989
269,0,0,1.900000000000087,-0.5,0.9,5.184383227137515e-08,4.753209209050153e-19,10855
270,0,0,2.000000000000087,-0.5,0.9,5.167454482559839e-08,4.879608047021924e-19,10598
271,0,0,2.100000000000087,-0.5,0.9,5.017333419177815e-08,4.710038871501178e-19,10286
272,0,0,2.200000000000087,-0.5,0.9,4.721671858753503e-08,4.451416917553436e-19,9721
273,0,0,2.300000000000087,-0.5,0.9,4.12612228504792e-08,3.951234774302084e-19,8577
274,0,0,2.400000000000087,-0.5,0.9,3.444247212172544e-08,3.254259432148112e-19,7215
