# mesh name: mesh_x
# mesh half-size: (25,0.5,0.5) [cm] 
# mesh center: (0,0,1.4) [cm] 
# mesh segments: 500 1 1
# primitive scorer name: dose
# mesh dx dy dz: 0.1 1 1
# iX, iY, iZ, X [cm], Y [cm], Z [cm], total(value) [Gy], total(val^2), entry
275,0,0,2.500000000000087,-0.5,0.9,2.544389558571746e-08,2.3698337281194e-19,5525
276,0,0,2.600000000000088,-0.5,0.9,1.660082189701178e-08,1.49251731361094e-19,3927
277,0,0,2.700000000000088,-0.5,0.9,9.958178575885188e-09,8.552181520988127e-20,2669
278,0,0,2.800000000000088,-0.5,0.9,5.946004760111085e-09,4.621214618427126e-20,1943
279,0,0,2.900000000000088,-0.5,0.9,3.663973929358271e-09,2.601060806442596e-20,1453
280,0,0,3.000000000000088,-0.5,0.9,2.565019039121887e-09,1.598059922179109e-20,1213
281,0,0,3.100000000000088,-0.5,0.9,2.224313281388411e-09,1.498044250451069e-20,1076
282,0,0,3.200000000000088,-0.5,0.9,1.674070116464863e-09,1.132759106546728e-20,917
283,0,0,3.300000000000088,-0.5,0.9,1.537345539123057e-09,8.973208749360553e-21,906
284,0,0,3.400000000000088,-0.5,0.9,1.729449885113049e-09,1.479059565836196e-20,904
285,0,0,3.500000000000088,-0.5,0.9,1.604053584467048e-09,1.830743510133425e-20,874
286,0,0,3.600000000000088,-0.5,0.9,1.35042878493565e-09,9.181053204610972e-21,855
287,0,0,3.700000000000089,-0.5,0.9,1.219344406630708e-09,8.308369617122753e-21,744
288,0,0,3.800000000000089,-0.5,0.9,1.300399213939609e-09,8.845171134477082e-21,811
289,0,0,3.900000000000089,-0.5,0.9,1.176508825639361e-09,6.828568754894342e-21,767
290,0,0,4.000000000000089,-0.5,0.9,1.017891935119548e-09,6.692323239174331e-21,659
291,0,0,4.100000000000088,-0.5,0.9,9.974831707089726e-10,6.503688031435369e-21,660
292,0,0,4.200000000000088,-0.5,0.9,9.840487591391879e-10,6.473752802399853e-21,619
293,0,0,4.300000000000088,-0.5,0.9,1.056589010464909e-09,6.861363418666334e-21,680
294,0,0,4.400000000000087,-0.5,0.9,8.644005555970709e-10,5.549255428133862e-21,628
295,0,0,4.500000000000087,-0.5,0.9,8.285830732863904e-10,4.84827130536862e-21,600
296,0,0,4.600000000000087,-0.5,0.9,8.266716864608797e-10,4.993134178367156e-21,594
297,0,0,4.700000000000086,-0.5,0.9,7.498276981953052e-10,5.071037501408387e-21,516
298,0,0,4.800000000000086,-0.5,0.9,6.332685143517453e-10,2.773902447316931e-21,535
299,0,0,4.900000000000086,-0.5,0.9,6.107681764670083e-10,4.151813582099065e-21,485
300,0,0,5.000000000000085,-0.5,0.9,5.981301642027454e-10,2.408537948602525e-21,496
301,0,0,5.100000000000085,-0.5,0.9,5.694397756082228e-10,2.47192352465831e-21,478
302,0,0,5.200000000000085,-0.5,0.9,4.877159368984744e-10,2.423158749092008e-21,433
303,0,0,5.300000000000084,-0.5,0.9,5.198651117596317e-10,2.523022263638676e-21,416
304,0,0,5.400000000000084,-0.5,0.9,5.753078699475438e-10,3.30845033653268e-21,474
305,0,0,5.500000000000083,-0.5,0.9,5.867217581415669e-10,4.030012651569649e-21,430
306,0,0,5.600000000000083,-0.5,0.9,4.715491061642451e-10,2.401252003189305e-21,412
307,0,0,5.700000000000083,-0.5,0.9,4.993628979510334e-10,2.897288619474015e-21,403
308,0,0,5.800000000000082,-0.5,0.9,4.78532029409698e-10,2.522362347827227e-21,416
309,0,0,5.900000000000082,-0.5,0.9,4.570669456167904e-10,2.440591852531413e-21,391
310,0,0,6.000000000000082,-0.5,0.9,4.468466457723628e-10,2.875187796153302e-21,393
311,0,0,6.100000000000081,-0.5,0.9,4.000769516866229e-10,1.787927635131615e-21,346
312,0,0,6.200000000000081,-0.5,0.9,3.57607938096561e-10,1.885678961985157e-21,343
313,0,0,6.300000000000081,-0.5,0.9,3.985851371442421e-10,2.584102942141314e-21,325
314,0,0,6.40000000000008,-0.5,0.9,3.732900864243195e-10,2.639465620194523e-21,324
315,0,0,6.50000000000008,-0.5,0.9,3.156229877728195e-10,1.424599898743725e-21,329
316,0,0,6.60000000000008,-0.5,0.9,4.647111611022156e-10,2.538768057782674e-21,364
317,0,0,6.700000000000079,-0.5,0.9,3.577084912643778e-10,1.960011861197764e-21,315
318,0,0,6.800000000000079,-0.5,0.9,3.417798027811604e-10,2.190278003176126e-21,309
319,0,0,6.900000000000079,-0.5,0.9,3.110588081381783e-10,1.14745435466705e-21,310
320,0,0,7.000000000000078,-0.5,0.9,3.526289838995005e-10,1.81598590713846e-21,310
321,0,0,7.100000000000078,-0.5,0.9,3.305110081568811e-10,2.549019123366134e-21,313
322,0,0,7.200000000000077,-0.5,0.9,3.586832469868134e-10,2.255023974018374e-21,300
323,0,0,7.300000000000077,-0.5,0.9,3.896820044029027e-10,2.786529240299847e-21,321
324,0,0,7.400000000000077,-0.5,0.9,2.617531822275712e-10,1.227592293900472e-21,263
325,0,0,7.500000000000076,-0.5,0.9,2.664092994069213e-10,1.796719941332301e-21,261
326,0,0,7.600000000000076,-0.5,0.9,3.387353363620861e-10,2.090375586511381e-21,304
327,0,0,7.700000000000076,-0.5,0.9,2.776640260259587e-10,1.563563547218167e-21,293
328,0,0,7.800000000000075,-0.5,0.9,1.990145174023709e-10,4.750274233670552e-22,244
329,0,0,7.900000000000075,-0.5,0.9,2.363023510756558e-10,1.308056858027784e-21,250
330,0,0,8.000000000000075,-0.5,0.9,2.686446800891909e-10,1.612873535791725e-21,254
331,0,0,8.100000000000074,-0.5,0.9,2.497539797247304e-10,1.330063277757789e-21,260
332,0,0,8.200000000000074,-0.5,0.9,2.463075430877346e-10,1.766131258780654e-21,231
333,0,0,8.300000000000074,-0.5,0.9,2.290524152496999e-10,1.258571714161701e-21,246
334,0,0,8.400000000000073,-0.5,0.9,1.635250269825135e-10,5.253637537456314e-22,221
335,0,0,8.500000000000073,-0.5,0.9,2.172318235554753e-10,1.790301456745683e-21,202
336,0,0,8.600000000000072,-0.5,0.9,2.270277454964009e-10,1.186122986098251e-21,227
337,0,0,8.700000000000072,-0.5,0.9,2.507538621942349e-10,1.209097257554005e-21,212
338,0,0,8.800000000000072,-0.5,0.9,2.927274214573795e-10,3.0258700030023e-21,227
339,0,0,8.900000000000071,-0.5,0.9,3.045831770037172e-10,2.772063696309644e-21,226
340,0,0,9.000000000000071,-0.5,0.9,2.425364623941991e-10,1.90159319214126e-21,205
341,0,0,9.100000000000071,-0.5,0.9,2.47714075356411e-10,1.548158328795186e-21,228
342,0,0,9.20000000000007,-0.5,0.9,2.251232895001114e-10,1.85450219918008e-21,204
343,0,0,9.30000000000007,-0.5,0.9,1.839337734832387e-10,8.108580743975417e-22,200
344,0,0,9.40000000000007,-0.5,0.9,2.151682915656873e-10,1.419292782690381e-21,195
345,0,0,9.500000000000069,-0.5,0.9,2.186843462522826e-10,2.065401982141219e-21,184
346,0,0,9.600000000000069,-0.5,0.9,1.902137858340491e-10,1.507629449901027e-21,190
347,0,0,9.700000000000069,-0.5,0.9,2.484525521054467e-10,2.153193152973531e-21,193
348,0,0,9.800000000000068,-0.5,0.9,2.137692426632374e-10,1.570543420461357e-21,182
349,0,0,9.900000000000068,-0.5,0.9,2.013375918034912e-10,9.309037025189576e-22,149
350,0,0,10.00000000000007,-0.5,0.9,1.622505154903637e-10,7.51110376006691e-22,179
351,0,0,10.10000000000007,-0.5,0.9,1.195062119521522e-10,3.691652938785178e-22,147
352,0,0,10.20000000000007,-0.5,0.9,1.628244924900461e-10,9.874853147871679e-22,168
353,0,0,10.30000000000007,-0.5,0.9,1.36911989720069e-10,8.829224262880823e-22,166
354,0,0,10.40000000000007,-0.5,0.9,1.740681131340045e-10,1.167980022692054e-21,170
355,0,0,10.50000000000007,-0.5,0.9,1.211823904883228e-10,4.508303383038216e-22,156
356,0,0,10.60000000000007,-0.5,0.9,1.234716365396157e-10,8.378573697177529e-22,152
357,0,0,10.70000000000007,-0.5,0.9,1.147681084616108e-10,3.977778801781685e-22,161
358,0,0,10.80000000000006,-0.5,0.9,1.010014515796067e-10,3.637940184983634e-22,138
359,0,0,10.90000000000006,-0.5,0.9,1.001852136235912e-10,3.283837293306047e-22,153
360,0,0,11.00000000000006,-0.5,0.9,1.356948980338908e-10,4.743233116047564e-22,142
361,0,0,11.10000000000006,-0.5,0.9,2.607438455124069e-10,3.118804951495177e-21,151
362,0,0,11.20000000000006,-0.5,0.9,1.758512857708774e-10,1.09651696447091e-21,155
363,0,0,11.30000000000006,-0.5,0.9,1.571795676261046e-10,7.878744605945335e-22,137
364,0,0,11.40000000000006,-0.5,0.9,1.058968777786448e-10,3.634119224120664e-22,149
365,0,0,11.50000000000006,-0.5,0.9,9.892829923648789e-11,2.542775376319318e-22,141
366,0,0,11.60000000000006,-0.5,0.9,1.691162461777591e-10,1.267881071515122e-21,140
367,0,0,11.70000000000006,-0.5,0.9,1.234323519135629e-10,4.664211078847229e-22,148
368,0,0,11.80000000000006,-0.5,0.9,1.048528754063049e-10,5.609902750776207e-22,119
369,0,0,11.90000000000006,-0.5,0.9,8.591682716826577e-11,2.170795622069881e-22,131
370,0,0,12.00000000000006,-0.5,0.9,9.235998614718996e-11,2.711213972054703e-22,112
371,0,0,12.10000000000006,-0.5,0.9,1.797647835632711e-10,2.184110741393718e-21,127
372,0,0,12.20000000000006,-0.5,0.9,1.262227914360696e-10,1.115383855089468e-21,96
373,0,0,12.30000000000006,-0.5,0.9,7.800288964187752e-11,3.445035986249687e-22,115
374,0,0,12.40000000000006,-0.5,0.9,1.181894681960365e-10,1.087078479874172e-21,123
375,0,0,12.50000000000006,-0.5,0.9,8.301028976757659e-11,2.259127998082058e-22,105
376,0,0,12.60000000000006,-0.5,0.9,7.454759465963232e-11,1.750889716973422e-22,115
377,0,0,12.70000000000006,-0.5,0.9,8.158075422505626e-11,2.903536999647699e-22,117
378,0,0,12.80000000000006,-0.5,0.9,1.466134617001974e-10,8.989767379370156e-22,121
379,0,0,12.90000000000006,-0.5,0.9,1.646638804507263e-10,1.204197810009879e-21,127
380,0,0,13.00000000000006,-0.5,0.9,1.021516441465412e-10,4.140418705181194e-22,115
381,0,0,13.10000000000006,-0.5,0.9,1.237237178014602e-10,6.482916252745095e-22,110
382,0,0,13.20000000000006,-0.5,0.9,1.099837847211562e-10,4.973128615854583e-22,102
383,0,0,13.30000000000006,-0.5,0.9,1.152365350236536e-10,7.05501447908039e-22,97
384,0,0,13.40000000000006,-0.5,0.9,9.314384009360722e-11,4.203338623828642e-22,117
385,0,0,13.50000000000006,-0.5,0.9,9.294696045615258e-11,3.156083294099341e-22,116
386,0,0,13.60000000000005,-0.5,0.9,1.256342086581092e-10,7.403592350103993e-22,106
387,0,0,13.70000000000005,-0.5,0.9,1.471267051043519e-10,1.631535888579999e-21,100
388,0,0,13.80000000000005,-0.5,0.9,1.318540782610129e-10,7.065374925311733e-22,117
389,0,0,13.90000000000005,-0.5,0.9,9.457447117801478e-11,3.151681372480565e-22,115
390,0,0,14.00000000000005,-0.5,0.9,7.224502336931665e-11,6.280087820102115e-22,82
391,0,0,14.10000000000005,-0.5,0.9,9.933234001184939e-11,5.110728858406652e-22,106
392,0,0,14.20000000000005,-0.5,0.9,1.210779967767698e-10,7.409893614125276e-22,113
393,0,0,14.30000000000005,-0.5,0.9,6.862538116706753e-11,2.324777772437125e-22,91
394,0,0,14.40000000000005,-0.5,0.9,7.950533363309816e-11,3.924531688474113e-22,83
395,0,0,14.50000000000005,-0.5,0.9,1.025169301869596e-10,5.495257856776096e-22,96
396,0,0,14.60000000000005,-0.5,0.9,9.80409312448722e-11,6.699168337056708e-22,77
397,0,0,14.70000000000005,-0.5,0.9,9.667936761444756e-11,6.815969441014243e-22,79
398,0,0,14.80000000000005,-0.5,0.9,1.032557756124914e-10,5.545701121768455e-22,82
399,0,0,14.90000000000005,-0.5,0.9,1.200920844635695e-10,1.34750808066442e-21,90
400,0,0,15.00000000000005,-0.5,0.9,9.76668957892307e-11,8.072871126656826e-22,73
401,0,0,15.10000000000005,-0.5,0.9,7.225529761820522e-11,4.153442019158426e-22,79
402,0,0,15.20000000000005,-0.5,0.9,5.276493448983953e-11,1.448771113654568e-22,85
403,0,0,15.30000000000005,-0.5,0.9,9.371174336653807e-11,4.641194506068121e-22,87
404,0,0,15.40000000000005,-0.5,0.9,1.181036816999583e-10,6.536753327038073e-22,115
405,0,0,15.50000000000005,-0.5,0.9,1.244176152718991e-10,9.23762861658547e-22,93
406,0,0,15.60000000000005,-0.5,0.9,7.501666953698447e-11,4.798118805314327e-22,70
407,0,0,15.70000000000005,-0.5,0.9,8.233980625873806e-11,4.165102416897091e-22,74
408,0,0,15.80000000000005,-0.5,0.9,6.46969371366067e-11,3.415718148300634e-22,72
409,0,0,15.90000000000005,-0.5,0.9,1.138177945974527e-10,7.385333801634459e-22,85
410,0,0,16.00000000000005,-0.5,0.9,9.498934650235147e-11,5.530820201713592e-22,74
411,0,0,16.10000000000005,-0.5,0.9,3.791871522485108e-11,7.213601742714302e-23,68
412,0,0,16.20000000000005,-0.5,0.9,7.733897374632143e-11,9.585681792021111e-22,67
413,0,0,16.30000000000005,-0.5,0.9,4.59620028958989e-11,1.806145184798124e-22,61
414,0,0,16.40000000000005,-0.5,0.9,5.713850337293175e-11,2.807721450350944e-22,56
415,0,0,16.50000000000005,-0.5,0.9,6.979566560009989e-11,5.469934269145517e-22,72
416,0,0,16.60000000000005,-0.5,0.9,7.725486099684032e-11,4.012402525344561e-22,72
417,0,0,16.70000000000006,-0.5,0.9,9.795668756930642e-11,1.05929228833189e-21,65
418,0,0,16.80000000000006,-0.5,0.9,8.355758586266091e-11,6.734419908396153e-22,63
419,0,0,16.90000000000006,-0.5,0.9,9.544872141294391e-11,4.30787533994019e-22,95
420,0,0,17.00000000000006,-0.5,0.9,3.589629687173462e-11,5.661299955137541e-23,60
421,0,0,17.10000000000006,-0.5,0.9,7.279186930134027e-11,5.390738324144442e-22,71
422,0,0,17.20000000000006,-0.5,0.9,6.419105588634913e-11,2.076173426650109e-22,74
423,0,0,17.30000000000006,-0.5,0.9,5.275265930779489e-11,2.74374511999055e-22,55
424,0,0,17.40000000000007,-0.5,0.9,7.568383137022699e-11,5.49513201600232e-22,64
425,0,0,17.50000000000007,-0.5,0.9,4.753630267443568e-11,1.783180415220422e-22,53
426,0,0,17.60000000000007,-0.5,0.9,6.199738104996665e-11,3.548817364478297e-22,66
427,0,0,17.70000000000007,-0.5,0.9,4.550822100328805e-11,3.20776216176942e-22,49
428,0,0,17.80000000000007,-0.5,0.9,6.764078688553621e-11,4.147021712289517e-22,52
429,0,0,17.90000000000007,-0.5,0.9,7.704692476382444e-11,5.353568585634071e-22,53
430,0,0,18.00000000000007,-0.5,0.9,9.614126028041802e-11,7.87877847194772e-22,68
431,0,0,18.10000000000008,-0.5,0.9,7.099687807239685e-11,5.456247464642029e-22,53
432,0,0,18.20000000000008,-0.5,0.9,6.749113236320134e-11,2.807752822901643e-22,55
433,0,0,18.30000000000008,-0.5,0.9,3.952676510187823e-11,1.139192935354979e-22,47
434,0,0,18.40000000000008,-0.5,0.9,7.280168797911514e-11,8.172125961403309e-22,43
435,0,0,18.50000000000008,-0.5,0.9,4.611922664032481e-11,2.691963858851468e-22,56
436,0,0,18.60000000000008,-0.5,0.9,4.141152662355149e-11,1.708610725180585e-22,47
437,0,0,18.70000000000008,-0.5,0.9,5.239920376456412e-11,1.884703871986101e-22,56
438,0,0,18.80000000000009,-0.5,0.9,7.567001303825726e-11,5.46606983083026e-22,54
439,0,0,18.90000000000009,-0.5,0.9,9.843784738090443e-11,8.295767460401922e-22,59
440,0,0,19.00000000000009,-0.5,0.9,8.270573412578439e-11,6.485878368891431e-22,58
441,0,0,19.10000000000009,-0.5,0.9,7.004982348453599e-11,2.893195626065077e-22,61
442,0,0,19.20000000000009,-0.5,0.9,6.865695363254674e-11,5.482313192104737e-22,32
443,0,0,19.30000000000009,-0.5,0.9,6.641492016473185e-11,4.072854029690437e-22,62
444,0,0,19.40000000000009,-0.5,0.9,6.186356367040657e-11,3.399704409141371e-22,49
445,0,0,19.5000000000001,-0.5,0.9,6.730121565145368e-11,3.983556103075989e-22,49
446,0,0,19.6000000000001,-0.5,0.9,3.69353118974842e-11,1.780379314159059e-22,36
447,0,0,19.7000000000001,-0.5,0.9,4.768292150135228e-11,2.755119110858583e-22,48
448,0,0,19.8000000000001,-0.5,0.9,7.139515994941575e-11,7.333533046497203e-22,44
449,0,0,19.9000000000001,-0.5,0.9,9.666722511814388e-11,1.39350596662165e-21,46
450,0,0,20.0000000000001,-0.5,0.9,4.593638812350325e-11,1.434678972371635e-22,51
451,0,0,20.1000000000001,-0.5,0.9,5.237100333937285e-11,2.437689273270425e-22,49
452,0,0,20.20000000000011,-0.5,0.9,7.006385484933639e-11,5.156882619883939e-22,43
453,0,0,20.30000000000011,-0.5,0.9,4.743151163147246e-11,2.26896951412109e-22,46
454,0,0,20.40000000000011,-0.5,0.9,4.393885322847398e-11,2.396828717373211e-22,42
455,0,0,20.50000000000011,-0.5,0.9,4.465469727622706e-11,3.530178964914745e-22,32
456,0,0,20.60000000000011,-0.5,0.9,5.385634236843617e-11,2.820241577130793e-22,39
457,0,0,20.70000000000011,-0.5,0.9,6.339068710929304e-11,4.124037972190944e-22,36
458,0,0,20.80000000000011,-0.5,0.9,3.843687510863216e-11,2.027437685184612e-22,37
459,0,0,20.90000000000012,-0.5,0.9,5.158107354179349e-11,5.712998062335225e-22,38
460,0,0,21.00000000000012,-0.5,0.9,2.107633716625594e-11,4.114974575265793e-23,33
461,0,0,21.10000000000012,-0.5,0.9,3.064248392691737e-11,1.1746589736607e-22,41
462,0,0,21.20000000000012,-0.5,0.9,3.27037317487679e-11,1.024070139936831e-22,44
463,0,0,21.30000000000012,-0.5,0.9,2.173962092946354e-11,4.123701795815316e-23,36
464,0,0,21.40000000000012,-0.5,0.9,1.08925636180598e-11,2.074376556193201e-23,25
465,0,0,21.50000000000012,-0.5,0.9,1.453107098001278e-11,3.714838747028424e-23,33
466,0,0,21.60000000000013,-0.5,0.9,1.617713633114892e-11,3.638902087124819e-23,31
467,0,0,21.70000000000013,-0.5,0.9,1.853441745167988e-11,1.471921511903038e-22,21
468,0,0,21.80000000000013,-0.5,0.9,2.339455294617844e-11,4.367289208110469e-23,35
469,0,0,21.90000000000013,-0.5,0.9,3.148265209678659e-11,1.304157381351926e-22,26
470,0,0,22.00000000000013,-0.5,0.9,2.814243448716633e-11,7.761832639676845e-23,28
471,0,0,22.10000000000013,-0.5,0.9,3.021727527076976e-11,8.536992180463878e-23,28
472,0,0,22.20000000000013,-0.5,0.9,4.326553332710556e-11,2.731503462721089e-22,42
473,0,0,22.30000000000014,-0.5,0.9,9.540235615765066e-12,9.529568755550229e-24,22
474,0,0,22.40000000000014,-0.5,0.9,1.588899640472435e-11,2.542973300762679e-23,20
475,0,0,22.50000000000014,-0.5,0.9,1.992336744001494e-11,4.65579110954451e-23,33
476,0,0,22.60000000000014,-0.5,0.9,2.798880334017301e-11,1.45900656259591e-22,24
477,0,0,22.70000000000014,-0.5,0.9,3.759095592903667e-11,2.916447918874962e-22,27
478,0,0,22.80000000000014,-0.5,0.9,4.004992189689879e-11,2.535440916692143e-22,29
479,0,0,22.90000000000014,-0.5,0.9,4.573607028539351e-11,3.377316315201065e-22,26
480,0,0,23.00000000000015,-0.5,0.9,2.603508607104807e-11,7.233990973031143e-23,22
481,0,0,23.10000000000015,-0.5,0.9,3.808256144993617e-11,1.915308561326604e-22,30
482,0,0,23.20000000000015,-0.5,0.9,2.190665126828508e-11,4.674428388621811e-23,26
483,0,0,23.30000000000015,-0.5,0.9,4.634311513979427e-11,3.92395049603304e-22,28
484,0,0,23.40000000000015,-0.5,0.9,4.339349778117742e-11,2.310813856360001e-22,32
485,0,0,23.50000000000015,-0.5,0.9,3.677439417137915e-11,3.450205460733059e-22,23
486,0,0,23.60000000000015,-0.5,0.9,1.969225154094269e-11,6.056313476513553e-23,18
487,0,0,23.70000000000016,-0.5,0.9,1.508220149367435e-11,4.139259183716969e-23,15
488,0,0,23.80000000000016,-0.5,0.9,1.922482408155017e-11,4.029547407849462e-23,16
489,0,0,23.90000000000016,-0.5,0.9,6.865134981199428e-12,8.535679823077449e-24,12
490,0,0,24.00000000000016,-0.5,0.9,7.782288523372993e-11,5.126407420365929e-21,2
491,0,0,24.10000000000016,-0.5,0.9,6.266270247133629e-11,2.84359855000969e-21,2
492,0,0,24.20000000000016,-0.5,0.9,1.666900632458534e-11,1.470660638609359e-22,2
493,0,0,24.30000000000016,-0.5,0.9,1.852226199052066e-11,1.739157824954654e-22,2
494,0,0,24.40000000000017,-0.5,0.9,1.852226199052066e-11,1.739157824954654e-22,2
495,0,0,24.50000000000017,-0.5,0.9,3.987706044790731e-11,4.020153608739198e-22,4
496,0,0,24.60000000000017,-0.5,0.9,4.137310758379936e-11,4.440575350854616e-22,5
497,0,0,24.70000000000017,-0.5,0.9,5.553643259774995e-11,6.347856223429218e-22,5
498,0,0,24.80000000000017,-0.5,0.9,4.741740577010383e-11,5.808725031709737e-22,4
499,0,0,24.90000000000017,-0.5,0.9,3.823067854580495e-11,4.349729516867818e-22,4
