layer_1,,
-7.45,7.45,7.18
-7.45,-7.45,7.18
-7.45,7.45,20.83
-7.45,-7.45,20.83
-7.45,7.45,34.48
-7.45,-7.45,34.48
-7.45,7.45,48.13
-7.45,-7.45,48.13
-7.45,7.45,61.78
-7.45,-7.45,61.78
-7.45,7.45,75.43
-7.45,-7.45,75.43
-7.45,7.45,89.08
-7.45,-7.45,89.08
-7.45,7.45,102.73
-7.45,-7.45,102.73
-7.45,7.45,116.38
-7.45,-7.45,116.38
-7.45,7.45,130.03
-7.45,-7.45,130.03
-7.45,7.45,143.68
-7.45,-7.45,143.68
-7.45,7.45,157.33
-7.45,-7.45,157.33
-7.45,7.45,170.98
-7.45,-7.45,170.98
-7.45,7.45,184.63
-7.45,-7.45,184.63
-7.45,7.45,198.28
-7.45,-7.45,198.28
-7.45,7.45,211.93
-7.45,-7.45,211.93
layer_2,,
7.45,7.45,7.18
7.45,-7.45,7.18
7.45,7.45,20.83
7.45,-7.45,20.83
7.45,7.45,34.48
7.45,-7.45,34.48
7.45,7.45,48.13
7.45,-7.45,48.13
7.45,7.45,61.78
7.45,-7.45,61.78
7.45,7.45,75.43
7.45,-7.45,75.43
7.45,7.45,89.08
7.45,-7.45,89.08
7.45,7.45,102.73
7.45,-7.45,102.73
7.45,7.45,116.38
7.45,-7.45,116.38
7.45,7.45,130.03
7.45,-7.45,130.03
7.45,7.45,143.68
7.45,-7.45,143.68
7.45,7.45,157.33
7.45,-7.45,157.33
7.45,7.45,170.98
7.45,-7.45,170.98
7.45,7.45,184.63
7.45,-7.45,184.63
7.45,7.45,198.28
7.45,-7.45,198.28
7.45,7.45,211.93
7.45,-7.45,211.93
