# Rotation: 0.0
# Particles: 20000000
# Jaws: X1[mm],X2[mm],Y1[mm],Y2[mm]
-50,53,-43,43
# MLC: Y1[mm],Y2[mm]
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-0.65,13.15
-7.55,16.75
-11.05,19.15
-13.75,26.55
-17.25,20.15
-19.05,14.95
-21.15,13.15
-24.05,8.45
-25.05,2.55
-26.55,3.25
-24.95,2.95
-23.95,3.85
-21.25,5.15
-15.55,5.65
-10.65,10.75
-5.25,3.65
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
-43.05,-43.05
