# Rotation: 0.0
# Particles: 20000000
# Jaws: X1[mm],X2[mm],Y1[mm],Y2[mm]
-50,53,-43,43
# MLC: Y1[mm],Y2[mm]
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
4.6,17.9
-1.6,16.4
-4.6,13.4
-7.3,12.2
-11.2,7.3
-12.5,6.7
-14.7,7.9
-17.5,3.2
-19,-0.6
-19.9,-1.1
-18.9,-0.1
-17.5,2.9
-14.7,6
-9.2,8.3
-5,13.3
0.2,5.7
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
-35.1,-35.1
