# Rotation: 0.0
# Particles: 20000000
# Jaws: X1[mm],X2[mm],Y1[mm],Y2[mm]
-48,58,-43,43
# MLC: Y1[mm],Y2[mm]
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-23,-5.5
-20.7,-2.7
-18.3,0.2
-19.9,0.9
-21.1,3.4
-18.3,5.6
-14.5,8.7
-14.1,10.7
-12.4,13.8
-20.2,18.7
-16.5,22.2
-14.3,22.5
-12.3,23
-10.3,22.3
-8.8,17.3
-17.2,-0.9
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
-76,-76
