# Rotation: 0.0
# Particles: 20000000
# Jaws: X1[mm],X2[mm],Y1[mm],Y2[mm]
-50,48,-43,43
# MLC: Y1[mm],Y2[mm]
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-14.15,2.65
-14.95,7.95
-12.25,10.85
-6.75,13.35
-2.95,13.35
-4.35,15.85
-6.25,15.85
-4.85,18.35
-1.95,20.85
2.35,20.85
1.65,17.25
-0.15,14.55
-2.15,13.65
-5.75,9.05
-18.15,5.85
-20.85,-2.05
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
-73.15,-73.15
