# Rotation: 0.0
# Particles: 20000000
# Jaws: X1[mm],X2[mm],Y1[mm],Y2[mm]
-50,48,-43,43
# MLC: Y1[mm],Y2[mm]
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
0.3,15.9
-4.9,14.1
-6,13.3
-6.7,16.4
-9.2,19.2
-11,16.9
-14.4,16.1
-17.2,14.8
-17.9,12.9
-22.4,17.2
-24,25.1
-24.7,22.3
-25.1,20.4
-22.6,22.6
-19.4,12.1
-4.3,9
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
-41.3,-41.3
