# Rotation: 0.0
# Particles: 20000000
# Jaws: X1[mm],X2[mm],Y1[mm],Y2[mm]
-50,53,-43,43
# MLC: Y1[mm],Y2[mm]
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-12.5,-3
-6.3,2
-2.8,4.5
1.9,9.5
4.3,12
6.6,17
9,19.5
10.7,19.5
13.7,19.5
13.7,22
13.9,22
13.8,22
5.5,19.5
-0.1,17
-5.8,9.5
-16.3,-0.5
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
-77,-77
