# Rotation: 0.0
# Particles: 20000000
# Jaws: X1[mm],X2[mm],Y1[mm],Y2[mm]
-50,53,-43,43
# MLC: Y1[mm],Y2[mm]
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
4.55,18.15
-1.95,19.05
-5.25,18.55
-7.85,20.55
-11.35,11.35
-13.05,11.05
-15.35,12.25
-18.05,6.75
-19.05,2.05
-20.55,2.25
-18.95,4.25
-18.05,5.85
-15.45,8.35
-9.75,9.45
-5.15,14.45
0.05,7.25
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
-36.45,-36.45
