# Rotation: 0.0
# Particles: 20000000
# Jaws: X1[mm],X2[mm],Y1[mm],Y2[mm]
-48,58,-43,43
# MLC: Y1[mm],Y2[mm]
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-3.7,15.3
-9,20.1
-12.5,20.5
-15.2,16.2
-17.2,12.4
-17.4,12.9
-17.8,12.4
-20.2,7.1
-20.3,7
-22,-2.2
-20.8,-0.2
-18.7,1.9
-17.7,6.7
-17,12.4
-12.3,22
-3.2,19.7
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
-36.8,-36.8
