# Rotation: 0.0
# Particles: 20000000
# Jaws: X1[mm],X2[mm],Y1[mm],Y2[mm]
-48,58,-43,43
# MLC: Y1[mm],Y2[mm]
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-21.5,-4.7
-17.2,-2.2
-13.5,0.3
-14.5,2.2
-15.8,4.5
-13.3,6.6
-10.2,9.9
-9.7,11.4
-6.7,15.1
-8.2,20.3
-5.5,23.2
-4.9,23.4
-5.6,23.7
-6.3,22.8
-5.4,17.8
-16.8,0.3
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
-76.7,-76.7
