# Rotation: 0.0
# Particles: 20000000
# Jaws: X1[mm],X2[mm],Y1[mm],Y2[mm]
-48,58,-43,43
# MLC: Y1[mm],Y2[mm]
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
30.45,51.55
23.35,54.95
17.35,57.85
14.35,58.75
11.75,60.35
12.15,62.45
9.85,66.05
8.35,67.95
6.55,70.55
5.75,74.35
5.95,78.65
6.25,79.45
9.05,80.25
13.55,79.75
29.95,74.55
40.15,55.55
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
-15.75,-15.75
