# Rotation: 0.0
# Particles: 20000000
# Jaws: X1[mm],X2[mm],Y1[mm],Y2[mm]
-48,58,-43,43
# MLC: Y1[mm],Y2[mm]
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
23.2,40.6
26,43.8
28.7,46.5
27.1,47.1
25.8,49.5
28.8,51.8
32.5,55
32.9,56.8
34.8,60.2
31.5,65.1
33.9,68.4
34,68.8
34.8,69.2
36.3,68.7
37.9,63.8
29,45.3
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
-30,-30
