layer_1,,,
0.0,100.0,-10.6
0.0,50.0,-10.6
0.0,0.0,-10.6
0.0,-50.0,-10.6
0.0,-100.0,-10.6
50.0,100.0,-10.6
50.0,50.0,-10.6
50.0,0.0,-10.6
50.0,-50.0,-10.6
50.0,-100.0,-10.6
100.0,100.0,-10.6
100.0,50.0,-10.6
100.0,0.0,-10.6
100.0,-50.0,-10.6
100.0,-100.0,-10.6
150.0,100.0,-10.6
150.0,50.0,-10.6
150.0,0.0,-10.6
150.0,-50.0,-10.6
150.0,-100.0,-10.6
200.0,100.0,-10.6
200.0,50.0,-10.6
200.0,0.0,-10.6
200.0,-50.0,-10.6
200.0,-100.0,-10.6
250.0,100.0,-10.6
250.0,50.0,-10.6
250.0,0.0,-10.6
250.0,-50.0,-10.6
250.0,-100.0,-10.6
300.0,100.0,-10.6
300.0,50.0,-10.6
300.0,0.0,-10.6
300.0,-50.0,-10.6
300.0,-100.0,-10.6
350.0,100.0,-10.6
350.0,50.0,-10.6
350.0,0.0,-10.6
350.0,-50.0,-10.6
350.0,-100.0,-10.6
400.0,100.0,-10.6
400.0,50.0,-10.6
400.0,0.0,-10.6
400.0,-50.0,-10.6
400.0,-100.0,-10.6
450.0,100.0,-10.6
450.0,50.0,-10.6
450.0,0.0,-10.6
450.0,-50.0,-10.6
450.0,-100.0,-10.6
500.0,100.0,-10.6
500.0,50.0,-10.6
500.0,0.0,-10.6
500.0,-50.0,-10.6
500.0,-100.0,-10.6
550.0,100.0,-10.6
550.0,50.0,-10.6
550.0,0.0,-10.6
550.0,-50.0,-10.6
550.0,-100.0,-10.6
600.0,100.0,-10.6
600.0,50.0,-10.6
600.0,0.0,-10.6
600.0,-50.0,-10.6
600.0,-100.0,-10.6
650.0,100.0,-10.6
650.0,50.0,-10.6
650.0,0.0,-10.6
650.0,-50.0,-10.6
650.0,-100.0,-10.6
700.0,100.0,-10.6
700.0,50.0,-10.6
700.0,0.0,-10.6
700.0,-50.0,-10.6
700.0,-100.0,-10.6
750.0,100.0,-10.6
750.0,50.0,-10.6
750.0,0.0,-10.6
750.0,-50.0,-10.6
750.0,-100.0,-10.6
800.0,100.0,-10.6
800.0,50.0,-10.6
800.0,0.0,-10.6
800.0,-50.0,-10.6
800.0,-100.0,-10.6
850.0,100.0,-10.6
850.0,50.0,-10.6
850.0,0.0,-10.6
850.0,-50.0,-10.6
850.0,-100.0,-10.6
900.0,100.0,-10.6
900.0,50.0,-10.6
900.0,0.0,-10.6
900.0,-50.0,-10.6
900.0,-100.0,-10.6
950.0,100.0,-10.6
950.0,50.0,-10.6
950.0,0.0,-10.6
950.0,-50.0,-10.6
950.0,-100.0,-10.6
1000.0,100.0,-10.6
1000.0,50.0,-10.6
1000.0,0.0,-10.6
1000.0,-50.0,-10.6
1000.0,-100.0,-10.6
1050.0,100.0,-10.6
1050.0,50.0,-10.6
1050.0,0.0,-10.6
1050.0,-50.0,-10.6
1050.0,-100.0,-10.6
1100.0,100.0,-10.6
1100.0,50.0,-10.6
1100.0,0.0,-10.6
1100.0,-50.0,-10.6
1100.0,-100.0,-10.6
1150.0,100.0,-10.6
1150.0,50.0,-10.6
1150.0,0.0,-10.6
1150.0,-50.0,-10.6
1150.0,-100.0,-10.6
1200.0,100.0,-10.6
1200.0,50.0,-10.6
1200.0,0.0,-10.6
1200.0,-50.0,-10.6
1200.0,-100.0,-10.6
1250.0,100.0,-10.6
1250.0,50.0,-10.6
1250.0,0.0,-10.6
1250.0,-50.0,-10.6
1250.0,-100.0,-10.6
1300.0,100.0,-10.6
1300.0,50.0,-10.6
1300.0,0.0,-10.6
1300.0,-50.0,-10.6
1300.0,-100.0,-10.6
1350.0,100.0,-10.6
1350.0,50.0,-10.6
1350.0,0.0,-10.6
1350.0,-50.0,-10.6
1350.0,-100.0,-10.6
1400.0,100.0,-10.6
1400.0,50.0,-10.6
1400.0,0.0,-10.6
1400.0,-50.0,-10.6
1400.0,-100.0,-10.6
1450.0,100.0,-10.6
1450.0,50.0,-10.6
1450.0,0.0,-10.6
1450.0,-50.0,-10.6
1450.0,-100.0,-10.6
1500.0,100.0,-10.6
1500.0,50.0,-10.6
1500.0,0.0,-10.6
1500.0,-50.0,-10.6
1500.0,-100.0,-10.6
1550.0,100.0,-10.6
1550.0,50.0,-10.6
1550.0,0.0,-10.6
1550.0,-50.0,-10.6
1550.0,-100.0,-10.6
1600.0,100.0,-10.6
1600.0,50.0,-10.6
1600.0,0.0,-10.6
1600.0,-50.0,-10.6
1600.0,-100.0,-10.6
1650.0,100.0,-10.6
1650.0,50.0,-10.6
1650.0,0.0,-10.6
1650.0,-50.0,-10.6
1650.0,-100.0,-10.6
1700.0,100.0,-10.6
1700.0,50.0,-10.6
1700.0,0.0,-10.6
1700.0,-50.0,-10.6
1700.0,-100.0,-10.6
1750.0,100.0,-10.6
1750.0,50.0,-10.6
1750.0,0.0,-10.6
1750.0,-50.0,-10.6
1750.0,-100.0,-10.6
1800.0,100.0,-10.6
1800.0,50.0,-10.6
1800.0,0.0,-10.6
1800.0,-50.0,-10.6
1800.0,-100.0,-10.6
1850.0,100.0,-10.6
1850.0,50.0,-10.6
1850.0,0.0,-10.6
1850.0,-50.0,-10.6
1850.0,-100.0,-10.6
1900.0,100.0,-10.6
1900.0,50.0,-10.6
1900.0,0.0,-10.6
1900.0,-50.0,-10.6
1900.0,-100.0,-10.6
1950.0,100.0,-10.6
1950.0,50.0,-10.6
1950.0,0.0,-10.6
1950.0,-50.0,-10.6
1950.0,-100.0,-10.6
