# Rotation: 180.0
# Particles: 1450000
# Jaws: X1[mm],X2[mm],Y1[mm],Y2[mm]
-45,45,-30,30
# MLC: Y1[mm],Y2[mm]
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-25.4,26
-32.95,33.15
-33.38,33.51
-33.85,33.55
-33.81,34.09
-34.05,36.55
-34.33,36.83
-34.62,35.45
-35.17,36.38
-35.45,36.47
-34.91,36.78
-34.91,37.34
-35.49,37.02
-35.75,35.77
-37.67,35.3
-38.37,35.62
-38.75,35.99
-39.58,36.33
-39.92,35.72
-39.77,34.85
-34.3,29.1
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
-1.29,-1.29
